Protocol Name,Sample ID,Resolve,InChiKey,Sample Data Type,AC50 (uM),CC-v2,Efficacy,Max Resp,Structure,Metabolic Stability [m],Permeability [1e-6 cm/sec],Solubility [ug/ml],Drug Name,Assay Plate ID,Supplier ID,Supplier,Library,Log AC50 (M),Ligand Efficiency,Sample Name,Alias,CC-v1,LEC,BEI,SEI,Data Range,Inf Activity,Hill Coef,PValue,R2,AC50_2 (uM),Log AC50 2,Hill Coef 2,Fraction,Sample ID2,Tox21 ID,Zero Activity,User Flag,Max Read1,Max Data,Min Data,AUC,AUC Fit,Cmpd Plate ID,Comment,Log AC50-,Log AC50+,Inf Activity-,Inf Activity+,Custom 2,Custom 1,NCGC Unique ID,Mapping ID,Drug ID,Assay Name,Hash Key(24),MLSMR Compound Class,Primary MOA,Origin,Solvent,Salt Code,Purity,Purity Rating,MW,PubChem SID,CAS#,Gene Symbol,Gene ID,Tanimoto,Layer Index,Data Points,Mask No,Log Dye Conc,Report Flag,Assay Protocol ID,Mask Flags,Sample Replicate,Plate Replicate,Measure Time,Replicate IDs,Data Mode,Assay Outcome,Phenotype,Activity Score,Confirmation Flag,Control Flag,Conc ID,Experiment Set,Team,Scientist,IC50 (uM),Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,Data21,Data22,Data23,Data24,Sample Data ID
panc1-proliferating,NCGC00346959-01,NCGC00346959-01|NCGC00346959-02|NCGC00346959-03|NCGC00346959-04|NCGC00346959-05|NCGC00346959-06|NCGC00346959-07|NCGC00346959-08|NCGC00346959-09|NCGC00346959-10|NCGC00346959-11,InChIKey=NBTNHSGBRGTFJS-UHFFFAOYSA-N,activity,41.53311,-2.2,-61.267,75.466,COC1=CC=C(N(C(=O)OC2=C(C)C=CC=C2C)C3=NC(=NC=C3)NC4=CC=C(C=C4)N5CCN(C)CC5)C(=C1)OC,,,,,,HMSL10038,LINCS,,-4.3816,0.143,HMSL10038,HMSL10038,-1.4,,7.704,4.682,61.918,38.852,1.272,0.002,0.679,,,,,,,100.119,,,115.879,53.961,464.23,,,,,,,,,,YSRST4XBDKP6,NBTNHSGBRGTFJS,,PANC1,juNEFAUrlUBjbZRoWa,,Lck Kinase Inhibitor,,,,,,568.7,174006700,837422-57-8,LCK,3932,,,33,0,,,104265,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,"221,647,705,221,644,000,000,000,000",,,,,1,,155552443,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656226
panc1-proliferating,NCGC00015226-11,AB07990320-01|MLS002152914-01|MLS002153233-01|NCGC00015226-01|NCGC00015226-02|NCGC00015226-03|NCGC00015226-04|NCGC00015226-05|NCGC00015226-06|NCGC00015226-07|NCGC00015226-08|NCGC00015226-09|NCGC00015226-10|NCGC00015226-11|NCGC00015226-12|NCGC00015226-13|NCGC00015226-14|NCGC00015226-15|NCGC00015226-16|NCGC00015226-17|NCGC00015226-18|NCGC00015226-19|NCGC00015226-20|NCGC00015226-21|NCGC00015226-22|NCGC00256452-01|NCGC00260936-01,InChIKey=JWBOIMRXGHLCPP-UHFFFAOYSA-N,activity,41.53311,-2.2,-105.29,68.658,ClC(Cl)C(C1=CC=C(Cl)C=C1)C2=C(Cl)C=CC=C2,,,,,,MS-00330082,Microsource,,-4.3816,0.334,Mitotane," ; ortho,para DD;Mitotane; Lysodren; Chlodithane; Mitotano; 2,4'-DDD solution; Khloditan;MITOTANE;1-(2-Chlorophenyl)-1-(4-chlorophenyl)-2,2-dichloroethane; 1-(2-Chlorophenyl)-1-(4-chlorophenyl)-2,2-dichloroethane; Mytotan;o,p'-DDD; Chloditan",-1.4,,13.686,4381.606,78.77,-7.377,1.626,0,0.796,,,,,,,97.913,,,118.252,39.482,444.297,,,,,,,,,,SQALPCX5Y21A,JWBOIMRXGHLCPP,,PANC1,gAvlYORQcsEkNZukOW,,Antineoplastic Agent,,,,,,320,174007193,53-19-0,,,,,33,1,,,104265,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,,,,"221,643,302,221,646,000,000,000,000",,,,,1,,155550848,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656885
panc1-proliferating,NCGC00346687-01,NCGC00346687-01|NCGC00346687-02|NCGC00346687-03|NCGC00346687-04|NCGC00346687-05|NCGC00346687-06|NCGC00346687-07|NCGC00346687-08|NCGC00346687-09|NCGC00346687-10,InChIKey=DMMILYKXNCVKOJ-UHFFFAOYSA-N,activity,41.53311,-2.2,-101.014,45.029,BrC1=CN=C(NC2=CC(=CC=C2)NC(=O)N3CCCC3)N=C1NCCC4=CN=C[NH]4,,,,,,S1275 ,Selleck,,-4.3816,0.2,BX-912,BX-912,-1.4,,9.294,3.905,72.431,-6.243,1.111,0,0.82,,,,,,,94.771,,,111.233,38.802,422.726,,,,,,,,,,CX35QBRS94WS,DMMILYKXNCVKOJ,,PANC1,tPgFmGmFbBWnGnSaYU,,Phosphoinositide Dependent Kinase Inhibitor,,,,,,471.4,174006465,702674-56-4,PDPK1,5170,,,33,0,,,104265,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,"221,644,020,221,646,000,000,000,000",,,,,1,,155551566,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656893
panc1-proliferating,NCGC00164576-03,MLS003915624-01|NCGC00164576-01|NCGC00164576-03|NCGC00164576-04|NCGC00164576-05|NCGC00164576-06|NCGC00164576-07|NCGC00164576-08|NCGC00164576-09|NCGC00164576-10|NCGC00164576-11|NCGC00164576-12,InChIKey=KJHKTHWMRKYKJE-SUGCFTRWSA-N,activity,41.53311,-2.2,-58.665,70.389,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC2=CC=CC=C2)NC(=O)COC3=C(C)C=CC=C3C)CC4=CC=CC=C4,,,,,,L2844,Bosche,,-4.3816,0.131,Lopinavir,;ABT-738; Lopinavir/Ritonavir;Lopinavir;LOPINAVIR; Lopinavir,-1.4,,6.967,3.648,71.713,32.685,3.132,0.041,0.506,,,,,,,91.35,,,103.572,31.859,428.549,,,,,,,,,,HXDFNVD724LL,KJHKTHWMRKYKJE,7308876;,PANC1,eWyIsxcogKJpBlAkfK,,HIV Protease Inhibitors,,,,,,628.8,124893167,192725-17-0,,,,,33,0,,,104265,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,"221,643,560,221,643,000,000,000,000",,,,,1,,155550978,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656904
panc1-proliferating,NCGC00018258-09,AB07935479-01|MLS000028626-01|MLS001076561-01|MLS002222182-01|NCGC00016785-01|NCGC00018258-01|NCGC00018258-02|NCGC00018258-03|NCGC00018258-04|NCGC00018258-05|NCGC00018258-06|NCGC00018258-07|NCGC00018258-08|NCGC00018258-09|NCGC00018258-10|NCGC00018258-11|NCGC00018258-12|NCGC00018258-13|NCGC00018258-14|NCGC00018258-15|NCGC00018258-16|NCGC00018258-17|NCGC00018258-18|NCGC00018258-19|NCGC00018258-20|NCGC00018258-21|NCGC00018258-22|NCGC00018258-23|NCGC00094926-01|NCGC00094926-02|NCGC00094926-03|NCGC00094926-04|NCGC00257500-01|NCGC00258325-01,InChIKey=DDXORDQKGIZAME-UHFFFAOYSA-N,activity,41.53311,-2.2,-82.635,49.093,ClC1=CC=C(COC(C[N]2C=CN=C2)C3=CC=C(Cl)C=C3Cl)C=C1,,,,,,MS-01501185,Microsource,,-4.3816,0.251,Econazole nitrate,; Pevisone; Spectazole;Econazole nitrate;ECONAZOLE NITRATE; Econazole nitrate salt,-1.4,,11.477,16.139,80.732,12.11,4.955,0.003,0.669,,,,,,,94.745,,,116.969,36.237,441.759,,,,,,,,,,PCDF78AF18JM,LEZWWPYKPKIXLL,,PANC1,VpTTXdXlhBOQONMmQG,,Antifungal Agent,,,NITRIC_ACID,,,381.7,174007458,24169-02-6,,,,,33,1,,,104265,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,"221,643,641,221,643,000,000,000,000",,,,,1,,155551059,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221655746
panc1-proliferating,NCGC00250375-02,NCGC00250375-01|NCGC00250375-02|NCGC00250375-03|NCGC00250375-04|NCGC00250375-05|NCGC00250375-06|NCGC00250375-07|NCGC00250375-08|NCGC00250375-09|NCGC00250375-10|NCGC00250375-11|NCGC00250375-12|NCGC00250375-13|NCGC00250375-14|NCGC00250375-15|NCGC00250375-16|NCGC00685055-01,InChIKey=PKCDDUHJAFVJJB-FQFBAAABSA-N,activity,41.53311,-2.2,-84.549,42.852,C[C@]1(O)CC(C1)C2=NC(=C3[N]2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6,,,,,,Axon 1702,ChemAxon,,-4.3816,0.188,Linsitinib, Linsitinib;Linsitinib;OSI-906/ASP-7487,-1.4,,10.393,4.899,66.984,0,1.248,0,0.752,,,,,,,84.549,,,99.94,32.956,380.77,,,,,,,,,,HMD143X2PB6H,PKCDDUHJAFVJJB,,PANC1,dgUbSTjPnuwShZrEpC,,IGF-1R Inhibitor,,,,,,421.5,137275876,867160-71-2,IGFR1,100132417,,,33,0,,,104265,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,"221,643,855,221,645,000,000,000,000",,,,,1,,155551401,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656937
panc1-proliferating,NCGC00346963-01,NCGC00346963-01,InChIKey=NHOUHWHGHAFDOP-UHFFFAOYSA-N,activity,41.53311,-2.2,-51.329,62.8,CCN(CC)CCCCNC1=NC=C2CN(C(=O)N(C)C2=N1)C3=C(Cl)C(=CC(=C3Cl)OC)OC,,,,,,HMSL10083,LINCS,,-4.3816,0.177,HMSL10083,HMSL10083,-1.4,,8.565,5.194,49.645,39.063,4.955,0.03,0.531,,,,,,,90.393,,,103.899,54.254,427.584,,,,,,,,,,RA8V7517917Y,NHOUHWHGHAFDOP,,PANC1,fMrVtONmjASMXSbMme,,CSF1R (c-FMS) Inhibitor,,,,,,511.4,174006744,n,CSF1R,1436,,,33,0,,,104265,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,"221,647,683,221,644,000,000,000,000",,,,,1,,155552421,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656947
panc1-proliferating,NCGC00161825-02,NCGC00161825-01|NCGC00161825-02|NCGC00161825-03|NCGC00161825-04|NCGC00161825-05|NCGC00161825-06|NCGC00161825-07|NCGC00161825-08|NCGC00161825-09|NCGC00161825-10|NCGC00161825-11|NCGC00161825-12,InChIKey=NMPUWJFHNOUNQU-UHFFFAOYSA-N,activity,41.53311,-2.2,-61.085,54.966,OC(=O)CC1=CC=CC(=C1)OCCCN(CC(C2=CC=CC=C2)C3=CC=CC=C3)CC4=CC=CC(=C4Cl)C(F)(F)F,,,,,,2474,Tocris,,-4.3816,0.147,GSK-3965,GW-3965?; GSK-3965;GSK-3965,-1.4,,7.527,8.129,55.256,28.916,4.955,0.002,0.678,,,,,,,90.002,,,103.45,48.194,423.301,,,,,,,,,,YAMBMUSVDLRK,NAXSRXHZFIBFMI,,PANC1,aoAxsbZlRcEUvcgVEZ,,ABCA1 Expression Enhancer,,,HCL,,,582.1,124892359,405911-17-3,ABCA1,19,,,33,0,,,104265,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,"221,644,386,221,647,000,000,000,000",,,,,1,,155551932,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221655756
panc1-proliferating,NCGC00167506-03,NCGC00167506-02|NCGC00167506-03|NCGC00167506-04|NCGC00167506-05|NCGC00167506-06|NCGC00389782-01|NCGC00389782-02|NCGC00390328-01|NCGC00480941-01,InChIKey=KASDHRXLYQOAKZ-QDPYYZQKSA-N,activity,41.53311,-2.2,-93.067,56.524,CC[C@@H]1/C=C(C)/C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)/C(C)=C/[C@@H]4CC[C@H](Cl)[C@@H](C4)OC,,,,,,S5004,Selleck,,-4.3816,0.107,Pimecrolimus,PIMECROLIMUS; Elidel; Pimecrolimus;Pimecrolimus; ,-1.4,,5.406,2.769,79.877,3.994,1.594,0.001,0.707,,,,,,,97.06,,,112.338,32.461,443.067,,,,,,,,,,FAVP42HK5U5Z,KASDHRXLYQOAKZ,,PANC1,VkWAYJzaLqIfhiKmoD,,Macrolide Antibiotic,,,,,,810.5,174006993,137071-32-0,,,,,33,0,,,104265,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,"221,647,182,221,647,000,000,000,000",,,,,1,,155554728,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221655812
panc1-proliferating,NCGC00347303-01,NCGC00347303-01,InChIKey=GACOFEKSDCOVMV-RRYXBOBMSA-N,activity,41.53311,-2.2,-97.676,42.72,CC(C)[C@@]12C[C@@H](OC(=O)CO)[C@@](C)(O1)[C@@H]3CC[C@@H](C)[C@H]3[C@@H]2OC(=O)\C=C\C4=CC=CC=C4,,,,,,Englerin A,NCI,,-4.3816,,Englerin A,,-1.4,,,5.333,71.862,-6.186,2.121,0,0.753,,,,,,,91.49,,,104.441,32.578,418.412,,,,,,,,,,4AWDUPBK1FS7,GACOFEKSDCOVMV,,PANC1,JbYtFyekKvKWCXatDy,,PKC Activator,,,,,,442.5,174006484,n,PRKCA,5578,,,33,0,,,104265,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,"221,644,699,221,645,000,000,000,000",,,,,1,,155552245,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656396
panc1-proliferating,NCGC00181754-01,MLS003915634-01|NCGC00181754-02|NCGC00181754-03|NCGC00181754-04|NCGC00181754-05|NCGC00181754-06|NCGC00181754-07|NCGC00263572-01|NCGC00263572-02|NCGC00390193-01,InChIKey=BOFQWVMAQOTZIW-UHFFFAOYSA-N,activity,41.53311,-2.2,-62.019,65.866,O=C(O)c1ccc(cc1)n3nc(nc3c2ccccc2O)c4ccccc4O,,,,"ICL-670A;CIPLUS_787917;BENZOIC ACID, 4-(3,5-BIS(2-HYDROXYPHENYL)-1H-1,2,4-TRIAZOL-1-YL)-;Deferasirox;4-(3,5-BIS(2-HYDROXYPHENYL)-1,2,4-TRIAZOL-1-YL)BENZOIC ACID;4-(3,5-bis-(2-hydroxyphenyl)-(1,2,4)-triazol-1-yl)benzoic acid;deferasirox;ICL 670A;ICL 670;ICL670A;DEFERASIROX;Exjade;ICL670;Deferasiroxum;ICL-670;4-(3,5-BIS(2-HYDROXYPHENYL)-1H-1,2,4-TRIAZOL-1-YL)BENZOIC ACID;",,DEFERASIROX,ACC,,-4.3816,0.215,Deferasirox, Deferasirox; ; Exjade;DEFERASIROX; Deferasiroxum,-1.4,,11.732,3.933,60.393,41.393,4.955,0.038,0.604,,,,,,Tox21_112926,103.412,,,123.109,62.717,488.354,,,,,,,,,,NNWYA6YJLF81,BOFQWVMAQOTZIW,7290754;,PANC1,ukhYboSoKUoFZDgAMb,,Iron Chelator,,,,,A,373.4,50126305,201530-41-8,,,,,22,0,,,104265,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,"221,644,534,221,646,000",,,,,1,,155552080,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221657025
panc1-proliferating,NCGC00263101-01,NCGC00263101-01|NCGC00263101-02|NCGC00263101-03|NCGC00263101-04|NCGC00263101-05|NCGC00263101-06|NCGC00263101-07|NCGC00263101-08|NCGC00263101-09,InChIKey=LLVZBTWPGQVVLW-SNAWJCMRSA-N,activity,41.53311,-2.2,-86.707,51.347,COCC(=O)NC/C=C/C1=CC=C2N=CN=C(NC3=CC=C(OC4=CN=C(C)C=C4)C(=C3)C)C2=C1,,,,,,Axon 1537,ChemAxon,,-4.3816,0.172,CP-724714,CP-724714,-1.4,,9.33,4.455,67.306,6.731,1.862,0,0.729,,,,,,,93.438,,,105.223,37.917,429.055,,,,,,,,,,2HQDUSSY1GJP,LLVZBTWPGQVVLW,,PANC1,bWSsaDQMssqGavHvBi,,HER2 Inhibitor,,,,,,469.5,137275945,383432-38-0,ERBB2,2064,,,33,0,,,104265,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,"221,643,823,221,645,000,000,000,000",,,,,1,,155551369,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221657050
panc1-proliferating,NCGC00344622-02,NCGC00344622-01|NCGC00344622-02|NCGC00344622-04|NCGC00344622-05|NCGC00344622-06|NCGC00344622-07|NCGC00344622-08|NCGC00344622-09|NCGC00344622-10|NCGC00344622-11|NCGC00344622-12|NCGC00344622-13|NCGC00344622-14|NCGC00344622-15,InChIKey=IQCKJUKAQJINMK-HUBRGWSESA-N,activity,41.53311,-2.2,-64.311,71.878,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)C[C@H]2O[C@H]([C@H](O)[C@@H]2O)[N]3C=C(Br)C4=C3N=CN=C4N,,,,,,M60101-2s,XcessBio,,-4.3816,,SGC-0946,,-1.4,,,2.904,58.202,29.101,1.753,0.006,0.632,,,,,,,93.412,,,103.104,44.902,434.115,,,,,,,,,,PWUHNH1Z6Y4L,IQCKJUKAQJINMK,,PANC1,bEuqxwKQsdueBKbYVD,,DOT1L Inhibitor,,,,,,618.6,174007119,n,DOT1L,,,,33,0,,,104265,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,"221,643,318,221,645,000,000,000,000",,,,,1,,155550864,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656499
panc1-proliferating,NCGC00250085-01,NCGC00250085-01|NCGC00250394-01|NCGC00250394-02,InChIKey=NDNQAZSITPGVRJ-UHFFFAOYSA-N,activity,41.53311,-2.2,-60.446,62.618,CNCC(O)C(O)C(O)C(O)CO.OC(=O)C1=CC=C(C=C1)C2=CC3=CC=CN=C3C(=N2)C4=CC5=NON=C5C=C4,,,,,,TPC0707011,TruePharmaChem,,-4.3816,0.215,NVP-ABE171,NVP-ABE171,-1.4,,11.892,4.176,70.34,28.136,4.955,0.036,0.516,,,,,,,88.582,,,106.983,36.643,416.675,,,,,,,,,,5HWJWRNY7MUR,IALXIRPKVRUJQO,7416792;9299330;9299331;,PANC1,wDkAxkgCkGbisxiZpu,,Phosphodiesterase IIII (PDE4) inhibitor,,,,,,563.6,137275873,426268-06-6,PDE4A,5141,,,33,0,,,104265,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,"221,643,169,221,645,000,000,000,000",,,,,1,,155550715,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656501
panc1-proliferating,NCGC00015708-17,MLS000069552-01|MLS000557000-01|MLS000758284-01|MLS001148189-01|MLS001201766-01|MLS001423998-01|NCGC00015708-01|NCGC00015708-02|NCGC00015708-03|NCGC00015708-04|NCGC00015708-05|NCGC00015708-06|NCGC00015708-07|NCGC00015708-08|NCGC00015708-09|NCGC00015708-10|NCGC00015708-11|NCGC00015708-12|NCGC00015708-13|NCGC00015708-14|NCGC00015708-15|NCGC00015708-16|NCGC00015708-17|NCGC00015708-18|NCGC00015708-19|NCGC00015708-20|NCGC00015708-21|NCGC00015708-22|NCGC00015708-23|NCGC00015708-24|NCGC00015708-25|NCGC00015708-26|NCGC00015708-27|NCGC00015708-28|NCGC00015708-29|NCGC00094145-01|NCGC00094145-02|NCGC00094145-03|NCGC00094145-04|NCGC00254894-01|NCGC00261497-01|NCGC00390084-01,InChIKey=NZDMFGKECODQRY-UHFFFAOYSA-N,activity,41.53311,-2.2,-95.353,43.212,CNCCCC12CCC(C3=CC=CC=C13)C4=C2C=CC=C4,,,,,,S2517,Selleck,,-4.3816,0.286,Maprotiline hydrochloride, ; Ciba 34276 Ba;MAPROTILINE HYDROCHLORIDE; Maprotilene Hydrochloride; Maprotiline hydrochloride;Maprotiline hydrochloride; Maprotilline HCl; Ludiomil; Maprotilina;Maprotiline,-1.4,,15.789,26.221,68.503,-2.425,1.885,0.004,0.738,,,,,,,92.928,,,106.814,38.311,423.796,,,,,,,,,,GG92NA7HQ191,QSLMDECMDJKHMQ,,PANC1,GmXogZJNgIehcZbxRp,,Noradrenaline Reuptake Inhibitor,,,HCL,,,277.4,174006885,10347-81-6,,,,,22,0,,,104265,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,"221,643,707,221,646,000",,,,,1,,155551253,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656029
panc1-proliferating,NCGC00241112-01,NCGC00241112-01|NCGC00241112-03|NCGC00241112-04|NCGC00241112-05|NCGC00241112-06,InChIKey=QSUSKMBNZQHHPA-UHFFFAOYSA-N,activity,41.53311,-2.2,-66.602,64.947,OCCC#CC1=NC(=C([N]1CCCC2=CC=CC=C2)C3=CC=NC=C3)C4=CC=C(F)C=C4,,,,,,2999,Tocris,,-4.3816,0.188,RWJ-67657, RWJ-67657;RWJ-67657,-1.4,,10.295,8.585,70.535,29.214,1.509,0.043,0.501,,,,,,,95.816,,,123.793,53.258,444.13,,,,,,,,,,JN12DFY17QPP,QSUSKMBNZQHHPA,7352374;,PANC1,HBKOqTvgJhzrMErGsB,,p38 MAPK Inhibitor,,,,,,425.5,124950173,215303-72-3,MAPK14,1432,,,33,0,,,104265,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,"221,644,024,221,646,000,000,000,000",,,,,1,,155551570,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656644
panc1-proliferating,NCGC00087387-03,MLS000109046-01|NCGC00087387-01|NCGC00087387-02|NCGC00087387-03|NCGC00087387-04|NCGC00087387-05|NCGC00087387-06|NCGC00087387-07|NCGC00087387-08|NCGC00087387-09|NCGC00087387-10|NCGC00087387-11|NCGC00261004-01,InChIKey=JHSXDAWGLCZYSM-UHFFFAOYSA-N,activity,41.53311,-2.2,-87.839,58.973,CC1=CC(=CC=C1OCCCC(=O)NO)Cl,,,,,,5809354,Chembridge,,-4.3816,0.376,Droxinostat,,-1.4,,17.973,7.469,101.474,3.998,2.533,0.004,0.709,,,,,,,91.837,,,123.557,22.082,426.108,,,,,,,,,,KUHMTFG4V8L7,JHSXDAWGLCZYSM,,PANC1,OuKuXwygBFClBhPjcW,,HDAC Inhibitor,,,,,,243.7,124889779,99873-43-5,HDAC6,10013,,,33,1,,,104265,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,"221,643,398,221,645,000,000,000,000",,,,,1,,155550944,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656650
panc1-proliferating,NCGC00015810-13,MLS000028497-01|MLS001148655-01|NCGC00015810-01|NCGC00015810-02|NCGC00015810-03|NCGC00015810-04|NCGC00015810-05|NCGC00015810-06|NCGC00015810-07|NCGC00015810-08|NCGC00015810-09|NCGC00015810-10|NCGC00015810-11|NCGC00015810-12|NCGC00015810-13|NCGC00015810-14|NCGC00015810-15|NCGC00015810-16|NCGC00015810-17|NCGC00015810-18|NCGC00015810-19|NCGC00015810-20|NCGC00015810-21|NCGC00015810-22|NCGC00015810-23|NCGC00015810-24|NCGC00015810-25|NCGC00015810-26|NCGC00015810-27|NCGC00015810-28|NCGC00015810-29|NCGC00261642-01,InChIKey=UOTMYNBWXDUBNX-UHFFFAOYSA-N,activity,41.53311,-2.2,-41.742,78.167,COC1=C(OC)C=C(CC2=C3C=C(OC)C(=CC3=CC=N2)OC)C=C1,,,,,,MS-01500459,Microsource,,-4.3816,0.241,Papaverine hydrochloride,"; ;Papaverine?HCl;PAPAVERINE HYDROCHLORIDE; Pavatym; Cerespan;Papaverine hydrochloride; Albatran; Omnopon-Scopolamine; Hydrochloride, Papaverin; Cepaverin; Papaverine hydrochloride; Papaverine Hcl; Pavabid",-2.4,,12.907,8.779,47.782,58.62,4.955,0.04,0.507,,,,,,,100.362,,,116.972,69.19,474.845,475.313,,,,,,,,,K6DDSGYUMMXB,XQYZDYMELSJDRZ,,PANC1,GtNeOsljrAbIwBeAwI,,Phosphodiesterase X (PDE10) Inhibitor,,,HCL,,,339.4,174006295,61-25-6,PDE10A,10846,,,33,0,,,104265,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,"221,643,094,221,645,000,000,000,000",,,,,1,,155550640,,,HTS,45.87156,,,,,,,,,,,,,,,,,,,,,,,,,,221656671
panc1-proliferating,NCGC00159570-01,NCGC00159570-01|NCGC00159570-02|NCGC00159570-03|NCGC00159570-04|NCGC00159570-05|NCGC00159570-06|NCGC00159570-07|NCGC00159570-08|NCGC00159570-09|NCGC00159570-10|NCGC00159570-11|NCGC00159570-12|NCGC00159570-13|NCGC00159570-14|NCGC00159570-15|NCGC00159570-16|NCGC00159570-17|NCGC00159570-18|NCGC00159570-19,InChIKey=KZENBFUSKMWCJF-UHFFFAOYSA-N,activity,41.53311,-2.2,-54.464,79.192,OCC1=CC=C(S1)C2=CC=C(O2)C3=CC=C(CO)S3,,,,,,Tocris_2443,Tocris,,-4.3816,0.317,RITA,RITA,-2.4,,14.981,3.977,70.523,42.314,2.588,0.046,0.494,,,,,,,96.778,,,114.394,43.872,457.156,,,,,,,,,,1LK8391G31W8,KZENBFUSKMWCJF,,PANC1,mOkEShIqWDlyZodedk,,MDM2 (hdm2) Inhibitor,,,,,,292.4,29215547,213261-59-7,MDM2,4193,,,33,0,,,104265,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,"221,644,264,221,645,000,000,000,000",,,,,1,,155551810,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221657394
