AssayId,BlockId,Size,RowSid,RowName,RowTarget,ColSid,ColName,ColTarget,RowIC50,ColIC50,RowConcs,ColConcs,RowConcUnit,ColConcUnit
9191,11,10,NCGC00263117-17,"Panobinostat","HDAC Inhibitor",NCGC00182868-16,"Daporinad","NAMPT Inhibitor",0.250637,0.011286,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0027344,0.0",uM,uM
9191,12,10,NCGC00249613-10,"Carfilzomib","Proteasome Inhibitor",NCGC00182868-16,"Daporinad","NAMPT Inhibitor",0.0,0.011179,"2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0097656,0.0","0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0027344,0.0",uM,uM
9191,13,10,NCGC00346951-03,"Fascaplysin","CDK4/6 Inhibitor",NCGC00182868-16,"Daporinad","NAMPT Inhibitor",0.495289,0.011725,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0027344,0.0",uM,uM
9191,14,10,NCGC00345799-07,"Oprozomib","Proteasome Inhibitor",NCGC00182868-16,"Daporinad","NAMPT Inhibitor",0.041293,0.009355,"6.300000000000001,3.1500000000000004,1.5750000000000002,0.7875000000000001,0.39375000000000004,0.19687500000000002,0.09843760000000001,0.04921880000000001,0.024609400000000003,0.0","0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0027344,0.0",uM,uM
9191,15,10,NCGC00263222-02,"CAY-10581","IDO Inhibitor",NCGC00182868-16,"Daporinad","NAMPT Inhibitor",0.693125,0.01009,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0027344,0.0",uM,uM
9191,16,10,NCGC00242217-07,"GW-843682X","Polo-like Kinase-1 (Plk-1) Inhibitor",NCGC00182868-16,"Daporinad","NAMPT Inhibitor",0.587556,0.009743,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0027344,0.0",uM,uM
9191,17,10,NCGC00347952-11,"NSC-319726","Mutant p53 Activator",NCGC00182868-16,"Daporinad","NAMPT Inhibitor",0.012397,0.007672,"12.600000000000001,6.300000000000001,3.1500000000000004,1.5750000000000002,0.7875000000000001,0.39375000000000004,0.19687500000000002,0.09843760000000001,0.04921880000000001,0.0","0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0027344,0.0",uM,uM
9191,18,10,NCGC00346535-01,"IVX-214","Polo-like Kinase-1 (Plk-1) Inhibitor",NCGC00182868-16,"Daporinad","NAMPT Inhibitor",0.363127,0.010875,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0027344,0.0",uM,uM
9191,19,10,NCGC00345825-01,"BMS-3","LIMK Inhibitor",NCGC00182868-16,"Daporinad","NAMPT Inhibitor",0.224196,0.009885,"14.0,7.0,3.5,1.75,0.875,0.4375,0.21875,0.109375,0.0546876,0.0","0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0027344,0.0",uM,uM
9191,20,10,NCGC00188382-05,"NCGC00188382-01","ITK inhibitor",NCGC00182868-16,"Daporinad","NAMPT Inhibitor",0.281832,0.010024,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0027344,0.0",uM,uM
9191,21,10,NCGC00345852-02,"BS-194","CDK1/2/5/9 Inhibitor",NCGC00182868-16,"Daporinad","NAMPT Inhibitor",2.449641,0.010094,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0027344,0.0",uM,uM
9191,22,10,NCGC00345823-01,"Akt-I-1,2","AKT Inhibitor",NCGC00182868-16,"Daporinad","NAMPT Inhibitor",12.66436,0.010869,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0027344,0.0",uM,uM
9191,23,10,NCGC00263087-15,"Volasertib","Polo-like Kinase-1 (Plk-1) Inhibitor",NCGC00182868-16,"Daporinad","NAMPT Inhibitor",12.864235,0.008342,"10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0","0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0027344,0.0",uM,uM
9191,24,10,NCGC00346969-01,"JS-59-4","nitric oxide donors",NCGC00182868-16,"Daporinad","NAMPT Inhibitor",0.643005,0.00929,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0027344,0.0",uM,uM
9191,25,10,NCGC00253438-01,"BI-2536","Polo-like Kinase-1 (Plk-1) Inhibitor",NCGC00182868-16,"Daporinad","NAMPT Inhibitor",0.014452,0.008421,"4.0,2.0,1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.0","0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0027344,0.0",uM,uM
9191,26,10,NCGC00346449-01,"Parogrelil","Phosphodiesterase III/Va (PDE) Inhibitor",NCGC00182868-16,"Daporinad","NAMPT Inhibitor",10.915651,0.007346,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0027344,0.0",uM,uM
9191,27,10,NCGC00263112-06,"GSK-461364A","Polo-like Kinase-1 (Plk-1) Inhibitor",NCGC00182868-16,"Daporinad","NAMPT Inhibitor",4.243366,0.007504,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0027344,0.0",uM,uM
9191,28,10,NCGC00263110-02,"Osanetant","Tachykinin NK3 Antagonist",NCGC00182868-16,"Daporinad","NAMPT Inhibitor",119.32032,0.009293,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0027344,0.0",uM,uM
9191,29,10,NCGC00386226-04,"Pralatrexate","Dihydrofolate Reductase (DHFR) Inhibitors",NCGC00345809-03,"RGB-286147","CDK1/2/3/7/9 Inhibitor",0.006991,0.025552,"0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0019532,9.766E-4,0.0","1.6,0.8,0.4,0.2,0.1,0.05,0.025,0.0125,0.00625,0.0",uM,uM
9191,30,10,NCGC00346644-04,"KX-01","Src Kinase Inhibitor",NCGC00345809-03,"RGB-286147","CDK1/2/3/7/9 Inhibitor",0.072501,0.029413,"1.4000000000000001,0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0","1.6,0.8,0.4,0.2,0.1,0.05,0.025,0.0125,0.00625,0.0",uM,uM
9191,31,10,NCGC00346962-02,"HMSL10077","BTK Inhibitor",NCGC00345809-03,"RGB-286147","CDK1/2/3/7/9 Inhibitor",8.60641,0.024283,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","1.6,0.8,0.4,0.2,0.1,0.05,0.025,0.0125,0.00625,0.0",uM,uM
9191,32,10,NCGC00346656-03,"Dinaciclib (SCH727965)","CDK1/2/5/9 Inhibitor",NCGC00345809-03,"RGB-286147","CDK1/2/3/7/9 Inhibitor",0.067523,0.022585,"2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0097656,0.0","1.6,0.8,0.4,0.2,0.1,0.05,0.025,0.0125,0.00625,0.0",uM,uM
9191,33,10,NCGC00346951-03,"Fascaplysin","CDK4/6 Inhibitor",NCGC00345809-03,"RGB-286147","CDK1/2/3/7/9 Inhibitor",1.094246,0.023554,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","1.6,0.8,0.4,0.2,0.1,0.05,0.025,0.0125,0.00625,0.0",uM,uM
9191,34,10,NCGC00347952-11,"NSC-319726","Mutant p53 Activator",NCGC00345809-03,"RGB-286147","CDK1/2/3/7/9 Inhibitor",3.934962,0.020589,"12.600000000000001,6.300000000000001,3.1500000000000004,1.5750000000000002,0.7875000000000001,0.39375000000000004,0.19687500000000002,0.09843760000000001,0.04921880000000001,0.0","1.6,0.8,0.4,0.2,0.1,0.05,0.025,0.0125,0.00625,0.0",uM,uM
9191,35,10,NCGC00346535-01,"IVX-214","Polo-like Kinase-1 (Plk-1) Inhibitor",NCGC00345809-03,"RGB-286147","CDK1/2/3/7/9 Inhibitor",0.808709,0.025027,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","1.6,0.8,0.4,0.2,0.1,0.05,0.025,0.0125,0.00625,0.0",uM,uM
9191,36,10,NCGC00345825-01,"BMS-3","LIMK Inhibitor",NCGC00345809-03,"RGB-286147","CDK1/2/3/7/9 Inhibitor",0.418929,0.023816,"14.0,7.0,3.5,1.75,0.875,0.4375,0.21875,0.109375,0.0546876,0.0","1.6,0.8,0.4,0.2,0.1,0.05,0.025,0.0125,0.00625,0.0",uM,uM
9191,37,10,NCGC00345852-02,"BS-194","CDK1/2/5/9 Inhibitor",NCGC00345809-03,"RGB-286147","CDK1/2/3/7/9 Inhibitor",1.418471,0.022707,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","1.6,0.8,0.4,0.2,0.1,0.05,0.025,0.0125,0.00625,0.0",uM,uM
9191,38,10,NCGC00345823-01,"Akt-I-1,2","AKT Inhibitor",NCGC00345809-03,"RGB-286147","CDK1/2/3/7/9 Inhibitor",34.59923,0.028521,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","1.6,0.8,0.4,0.2,0.1,0.05,0.025,0.0125,0.00625,0.0",uM,uM
9191,39,10,NCGC00346969-01,"JS-59-4","nitric oxide donors",NCGC00345809-03,"RGB-286147","CDK1/2/3/7/9 Inhibitor",0.334747,0.023448,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","1.6,0.8,0.4,0.2,0.1,0.05,0.025,0.0125,0.00625,0.0",uM,uM
9191,40,10,NCGC00346449-01,"Parogrelil","Phosphodiesterase III/Va (PDE) Inhibitor",NCGC00345809-03,"RGB-286147","CDK1/2/3/7/9 Inhibitor",45.089333,0.022609,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","1.6,0.8,0.4,0.2,0.1,0.05,0.025,0.0125,0.00625,0.0",uM,uM
9191,41,10,NCGC00386226-04,"Pralatrexate","Dihydrofolate Reductase (DHFR) Inhibitors",NCGC00345782-02,"GMX-1778","IKK beta Inhibitor",0.006468,0.007834,"0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0019532,9.766E-4,0.0","1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0",uM,uM
9191,42,10,NCGC00345809-03,"RGB-286147","CDK1/2/3/7/9 Inhibitor",NCGC00345782-02,"GMX-1778","IKK beta Inhibitor",0.021995,0.006968,"1.6,0.8,0.4,0.2,0.1,0.05,0.025,0.0125,0.00625,0.0","1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0",uM,uM
9191,43,10,NCGC00346644-04,"KX-01","Src Kinase Inhibitor",NCGC00345782-02,"GMX-1778","IKK beta Inhibitor",0.056965,0.008813,"1.4000000000000001,0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0","1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0",uM,uM
9191,44,10,NCGC00346962-02,"HMSL10077","BTK Inhibitor",NCGC00345782-02,"GMX-1778","IKK beta Inhibitor",5.961132,0.00936,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0",uM,uM
9191,45,10,NCGC00346656-03,"Dinaciclib (SCH727965)","CDK1/2/5/9 Inhibitor",NCGC00345782-02,"GMX-1778","IKK beta Inhibitor",0.090492,0.007953,"2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0097656,0.0","1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0",uM,uM
9191,46,10,NCGC00346951-03,"Fascaplysin","CDK4/6 Inhibitor",NCGC00345782-02,"GMX-1778","IKK beta Inhibitor",0.805882,0.008977,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0",uM,uM
9191,47,10,NCGC00345799-07,"Oprozomib","Proteasome Inhibitor",NCGC00345782-02,"GMX-1778","IKK beta Inhibitor",0.110425,0.006731,"6.300000000000001,3.1500000000000004,1.5750000000000002,0.7875000000000001,0.39375000000000004,0.19687500000000002,0.09843760000000001,0.04921880000000001,0.024609400000000003,0.0","1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0",uM,uM
9191,48,10,NCGC00347952-11,"NSC-319726","Mutant p53 Activator",NCGC00345782-02,"GMX-1778","IKK beta Inhibitor",0.349734,0.006923,"12.600000000000001,6.300000000000001,3.1500000000000004,1.5750000000000002,0.7875000000000001,0.39375000000000004,0.19687500000000002,0.09843760000000001,0.04921880000000001,0.0","1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0",uM,uM
9191,49,10,NCGC00346535-01,"IVX-214","Polo-like Kinase-1 (Plk-1) Inhibitor",NCGC00345782-02,"GMX-1778","IKK beta Inhibitor",0.467118,0.012977,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0",uM,uM
9191,50,10,NCGC00345825-01,"BMS-3","LIMK Inhibitor",NCGC00345782-02,"GMX-1778","IKK beta Inhibitor",0.226379,0.013348,"14.0,7.0,3.5,1.75,0.875,0.4375,0.21875,0.109375,0.0546876,0.0","1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0",uM,uM
9191,51,10,NCGC00345852-02,"BS-194","CDK1/2/5/9 Inhibitor",NCGC00345782-02,"GMX-1778","IKK beta Inhibitor",1.397136,0.013892,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0",uM,uM
9191,52,10,NCGC00345823-01,"Akt-I-1,2","AKT Inhibitor",NCGC00345782-02,"GMX-1778","IKK beta Inhibitor",20.765171,0.013513,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0",uM,uM
9191,53,10,NCGC00346969-01,"JS-59-4","nitric oxide donors",NCGC00345782-02,"GMX-1778","IKK beta Inhibitor",0.282498,0.013248,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0",uM,uM
9191,54,10,NCGC00346449-01,"Parogrelil","Phosphodiesterase III/Va (PDE) Inhibitor",NCGC00345782-02,"GMX-1778","IKK beta Inhibitor",31.319437,0.013336,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0",uM,uM
9191,55,10,NCGC00386226-04,"Pralatrexate","Dihydrofolate Reductase (DHFR) Inhibitors",NCGC00346644-04,"KX-01","Src Kinase Inhibitor",0.007644,0.081458,"0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0019532,9.766E-4,0.0","1.4000000000000001,0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0",uM,uM
9191,56,10,NCGC00346962-02,"HMSL10077","BTK Inhibitor",NCGC00346644-04,"KX-01","Src Kinase Inhibitor",19.486717,0.057515,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","1.4000000000000001,0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0",uM,uM
9191,57,10,NCGC00346656-03,"Dinaciclib (SCH727965)","CDK1/2/5/9 Inhibitor",NCGC00346644-04,"KX-01","Src Kinase Inhibitor",0.114586,0.072332,"2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0097656,0.0","1.4000000000000001,0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0",uM,uM
9191,58,10,NCGC00346951-03,"Fascaplysin","CDK4/6 Inhibitor",NCGC00346644-04,"KX-01","Src Kinase Inhibitor",0.75977,0.079958,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","1.4000000000000001,0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0",uM,uM
9191,59,10,NCGC00347952-11,"NSC-319726","Mutant p53 Activator",NCGC00346644-04,"KX-01","Src Kinase Inhibitor",0.929909,0.056452,"12.600000000000001,6.300000000000001,3.1500000000000004,1.5750000000000002,0.7875000000000001,0.39375000000000004,0.19687500000000002,0.09843760000000001,0.04921880000000001,0.0","1.4000000000000001,0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0",uM,uM
9191,60,10,NCGC00346969-01,"JS-59-4","nitric oxide donors",NCGC00346644-04,"KX-01","Src Kinase Inhibitor",0.571767,0.056631,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","1.4000000000000001,0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0",uM,uM
9191,61,10,NCGC00386226-04,"Pralatrexate","Dihydrofolate Reductase (DHFR) Inhibitors",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",0.007596,0.00874,"0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0019532,9.766E-4,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,62,10,NCGC00345809-03,"RGB-286147","CDK1/2/3/7/9 Inhibitor",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",0.021781,0.010663,"1.6,0.8,0.4,0.2,0.1,0.05,0.025,0.0125,0.00625,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,63,10,NCGC00345782-02,"GMX-1778","IKK beta Inhibitor",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",0.008009,0.011066,"1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,64,10,NCGC00346644-04,"KX-01","Src Kinase Inhibitor",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",0.044105,0.011107,"1.4000000000000001,0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,65,10,NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",5.64E-4,0.007969,"0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,66,10,NCGC00263017-01,"CPG-52364","TLR 7, 8 and 9 Antagonist",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",84.07481,0.008378,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,67,10,NCGC00346962-02,"HMSL10077","BTK Inhibitor",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",54.081482,0.009038,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
